,关键词,作者,正文,时间,内容源
2097,生活垃圾,福州没有新鲜事,#福州身边事#【琴亭湖清淤臭味扑鼻湖面漂垃圾和死鱼】今年5月底，福州市城建部门启动了琴亭湖的清淤工程。随着入夏后气温升高，不少市民发现，琴亭湖西北侧的区域，散发出难闻的腐臭味。昨日上午，市民陈先生向海都报反映：“今年下了那么多雨，琴亭湖什么都没留下，只剩下臭水坑。”对此，施工方福州市城乡建设发展总公司方面表示，恶臭主要是来自淤泥，如果没有出现恶劣天气，10天内该片区的清淤工作就将完工，届时周边环境将好转。O网页链接,2016-06-27,微博
2098,生活垃圾,福州身边事儿,#福州身边事#【琴亭湖清淤腐臭味浓重扑鼻湖面漂垃圾和死鱼】今年5月底启动了琴亭湖的清淤工程。但近日琴亭湖西北侧散发出腐臭味。昨日，市民陈先生反映：“今年下了那么多雨，琴亭湖什么都没留下，只剩下臭水坑。”对此，施工方福州市城乡建设发展总公司方面表示，恶臭主要是来自淤泥，如果没有出现恶劣天气，10天内该片区的清淤工作就将完工，届时周边环境将好转。via海峡网,2016-06-27,微博
2099,生活垃圾,福州没有新鲜事,#福州身边事#【福屿人行天桥下垃圾桶占道市民夜间骑车险撞上】十几个垃圾桶夜间占据了西二环路福屿人行天桥下的非机动车道，市民林先生骑电动车经过时差点撞上。垃圾桶临时占道并且旁边没有设置反光锥等提醒标志。福屿人行天桥附近没有垃圾转运点，垃圾车每天在固定时间来清运垃圾，周边小区的垃圾桶就会提前在路边“等待”。“但垃圾桶肯定不能摆在非机动车道上。”相关工作人员表示，会向相关负责人反映这一情况，并进行整改。O福屿人行天桥下垃圾桶占道市民夜间骑车险撞上,2016-06-24,微博
2100,生活垃圾,海峡网-福建报业新媒体网站,【于山风景区内男子光膀短裤躺凉亭女市民尴尬】昨天，海都报报道了在福州一些传统的纳凉“宝地”，有人乱扔垃圾、有人乱摆摊等行为，邀请广大读者举报纳凉地的不文明行为。昨天，记者根据读者的反映，走访了于山、鳝溪、水上公园等传统纳凉地，发现一些人只图自己痛快、方便，影响了纳凉环境，让来此纳凉市民好心烦。O于山风景区内男子光膀短裤躺凉亭女市民尴尬,2016-06-24,微博
2101,生活垃圾,福州新闻网fznews,#福州365·百姓#【洋大叔马瑞楠：爱福州，也爱“挑刺”】黄头发、白皮肤、蓝眼睛，69岁的马瑞楠（MarioHakulinen）来自芬兰，这是他来福州的第16个年头。他盛赞，福州这几年变化真大，有很多好的方面；但他看不惯垃圾落地，还曾在街头拦车提醒“车让人”。他说对福州的挑剔是源于他对福州的深情，他走过很多城市，在他心里，福州是NO.1，福州“丫霸”。O摄影:陈敬华/包书平,2016-06-22,微博
2102,生活垃圾,看福州这些事儿,#福州身边事#近日有市民反映，前往生态步行道游览，发现江边堆满垃圾，脏乱不堪，这么美的湿地公园很难得，既然重金打造了生态步道，为何不加强管理？O闽侯江滨公园不雅照曝光，如此不堪，你还敢去吗？,2016-06-21,微博
2103,生活垃圾,福州日报,#福州新闻#【闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻】在闽江北岸闽侯境内的江滨西大道旁，政府重金打造了一条生态步行道，漫步其中，一路美景让人沉醉。但近日市民游览生态步行道时发现，江边堆满垃圾，脏乱不堪。管理方表示垃圾量太大，清理难度大。O闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻,2016-06-21,微博
2104,生活垃圾,福建-海西房产网,#福州城事#【闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻】有市民反映，前往生态步行道游览，发现江边堆满垃圾，脏乱不堪……O网页链接,2016-06-21,微博
2105,生活垃圾,福州吃喝玩乐疯,#福州身边事#【闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻】蓝天、碧水、白沙、青山……在闽江北岸闽侯境内的江滨西大道旁，政府重金打造了一条生态步行道，吸引了众多游客。但近日有市民反映荆溪园、世茂上游墅附近等地，都有大片垃圾。管理方回应，上月曾清理过，但近日暴雨，闽江水涨，又从上游冲下大量垃圾。市民建议，相关部门在规划建设公园时，就应考虑到江漂垃圾，制定应对措施，并敦促公园管理方切实履职，及时清理。,2016-06-21,微博
2106,生活垃圾,海峡网-福建报业新媒体网站,#福州新闻#【闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻】近日有市民反映，前往生态步行道游览，发现江边堆满垃圾，脏乱不堪。海都记者随后走访了闽侯江滨公园，发现荆溪园、世茂上游墅附近等地，都有大片垃圾。管理方回应，上月曾清理过，但近日暴雨，闽江水涨，又从上游冲下大量垃圾。O闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻,2016-06-21,微博
2107,生活垃圾,福州没有新鲜事,#福州身边事#【闽侯江滨公园沿江垃圾成堆日光曝晒恶臭扑鼻】蓝天、碧水、白沙、青山……在闽江北岸闽侯境内的江滨西大道旁，政府重金打造了一条生态步行道，吸引了众多游客。但近日有市民反映荆溪园、世茂上游墅附近等地，都有大片垃圾。管理方回应，上月曾清理过，但近日暴雨，闽江水涨，又从上游冲下大量垃圾。市民建议，相关部门在规划建设公园时，就应考虑到江漂垃圾，制定应对措施，并敦促公园管理方切实履职，及时清理。,2016-06-21,微博
2108,生活垃圾,福州污染观察,2016.06.08海都报《福州二环边梅峰河漂垃圾发恶臭》地点：梅峰支路与二环交界#福州##福州内河污染#O福州二环边梅峰河漂垃圾发恶臭,2016-06-16,微博
2109,生活垃圾,福州污染观察,2016.06.03垃圾渣土包围福州流花溪清运要花3000万O垃圾渣土包围福州流花溪清运要花3000万#福州##福州内河污染#,2016-06-16,微博
2110,生活垃圾,看福州这些事儿,#出租车撞飞女环卫工#近期，伤害环卫工事件频发，引发广泛关注。记者昨走访发现，福州多条道路，车窗抛物屡禁不止，环卫工常在车流中捡垃圾，险象环生。海都呼吁，少一些车窗抛物，多一些理解尊重，关注环卫工作业安全。O可恶！榕城“通缉”一的士：撞断65岁环卫阿婆腿骨，无耻逃逸,2016-06-15,微博
2111,生活垃圾,福州没有新鲜事,"#福建身边事#【环卫阿婆劝女子别乱扔垃圾遭殴打1分钟】近日，62岁环卫工黄阿婆在福建莆田荔城大道清扫时，见一女子没把垃圾扔进垃圾桶，上前劝说，却被推倒在地。女子对阿婆拳打脚踢，""监控视频显示，被打了整整一分钟。""(海峡都市报)O劝女子别乱扔垃圾环卫工遭殴打",2016-06-15,微博
2112,生活垃圾,福州日报,【看到最后一张图，你们还好意思乱扔垃圾吗？】6月10日，江西九江，正值端午小长假，在长约4.6公里的庐山好汉坡登山路上，有游客乱扔纯净水瓶、零食包装袋在登山路上，甚至旁边峡谷里，污染了优美的登山环境，也给环卫工增添了许多麻烦。(via视觉中国)再次呼吁：请把垃圾带走，把文明留下，转发承诺！,2016-06-12,微博
2113,生活垃圾,福州晚报东街口,【乱烧垃圾浓烟侵入地铁胪雷站　可能造成地铁停运】昨日有市民报料称，仓山区胪雷村有人在焚烧垃圾污染环境，还使大量烟雾飘向地铁胪雷站，导致胪雷站站厅和区间隧道烟雾弥漫。福州地铁官方微博“福州地铁运营分公司”发布信息提醒民众，不要在地铁站周边焚烧垃圾。O乱烧垃圾浓烟侵入地铁胪雷站　可能造成地铁停运,2016-06-12,微博
2114,生活垃圾,海峡网-福建报业新媒体网站,#福州新闻#【乱烧垃圾浓烟侵入地铁胪雷站或造成地铁停运】昨日，仓山区胪雷村有人在焚烧垃圾，还使大量烟雾飘向地铁胪雷站，导致胪雷站站厅和区间隧道烟雾弥漫。福州地铁提醒，不要在地铁站周边焚烧垃圾。若站内烟雾达到一定浓度，设备将进入报警状态，导致列车停运和重大经济损失。via福州晚报,2016-06-12,微博
2115,生活垃圾,发现福州in,#福州身边事#【#南台岛新闻#胪雷地铁站外焚烧垃圾烟雾进入站厅隧道】@福州地铁运营分公司：上午9时许，因胪雷站C出入口外焚烧垃圾，大量烟雾通过区间风井进入站厅和区间隧道。经更改车站通风模式，10时25分烟雾消失，站内设备未现异常。若站内烟雾达到一定浓度，将可能导致列车停运和重大经济损失。,2016-06-11,微博
2116,生活垃圾,福州身边事儿,#福州身边事#【怎么回事？平潭龙凤头垃圾无人清理？】@平潭街头巷尾：“平潭，名声在外的龙凤头海滩，脏成这样也没有人清理。停半小时就收10元的停车场，那些在海滩上的商家，还有管理部门，难道不应该组织人员去清理吗？”,2016-06-08,微博
2117,生活垃圾,福州没有新鲜事,#福州身边事#【网爆长乐端午看龙舟众人将垃圾丢河里】网友@ooO云宝Ooo：虽然端午看把龙舟是一件很愉快的事情，但是这习惯真的是…,2016-06-08,微博
2118,生活垃圾,福州身边事儿,#福州身边事#【网曝沙滩公园环卫工人将垃圾往江里扫？】一匿名网友爆料称：“在沙滩公园，全部把漂上岸的垃圾往江里丢，无论是木头还是矿泉水瓶。你注意看下我最后一张，是刚刚开始清理，江面还干净。后面几张沙滩干净了，江面脏死了。”求证！真有这样偷懒的？,2016-06-06,微博
2119,生活垃圾,福州没有新鲜事,#福州身边事#【奶奶丢垃圾忘带钥匙孙子被锁家中屋里煤气泄漏】家住屏东城的六旬程奶奶下楼丢垃圾，把一岁的孙子被单独留在屋内，回家时发现自己粗心忘了带钥匙，更糟糕的是，此时厨房的煤气灶正在煮东西，溢出的汤汁浇灭了火苗，而煤气阀仍开着，屋内一度出现煤气泄漏。好在小区保安、邻居、华大派出所警察相继赶到，撬开锁进屋，最终，男童有惊无险。警方提醒：独自在家照顾孩子的家长，要格外留心，幼童本身就需要很细致地照看，同时做其他家务的时候不能大意，以免因“大意”造成“大祸”。另外，大人切勿将幼童单独留在家中。（海峡网）,2016-06-03,微博
2120,生活垃圾,福建日报,#福州新闻#【福州：快递拼服务抢占市场份额送件还帮丢垃圾】近日，有福州市民发现，部分快递员会提醒市民将垃圾放到门口，送货时可以帮忙带走。不少市民为快递小哥的“随手”之举点赞。据了解，该项服务是部分快递近期推出的便民举措。对此，业内人士表示，在经历“价格战”之后，越来越多的快递公司开始拼服务，抢占市场份额。O网页链接,2016-06-03,微博
2121,生活垃圾,福州头条,【福州：快递拼服务抢占市场份额送件还帮丢垃圾】近日，有福州市民发现，部分快递员会提醒市民将垃圾放到门口，送货时可以帮忙带走。不少市民为快递小哥的“随手”之举点赞。据了解，该项服务是部分快递近期推出的便民举措。对此，业内人士表示，在经历“价格战”之后，越来越多的快递公司开始拼服务，抢占市场份额。@福州身边事儿O福州快递拼服务抢占市场份额送件还帮丢垃圾,2016-06-03,微博
2122,生活垃圾,人生海海在福州,你还敢把你的啥东西放在动车上的袋子里？@福建省福州火车站动姐不能光卖茶水饮料矿泉水和收垃圾呀，对于文明出行的劝导要做的还有很多，公民素质什么的是指望不上了。,2016-06-03,微博
2123,生活垃圾,福建广播电视新闻中心,【福州：快递拼服务抢占市场份额送件还帮丢垃圾】近日，有福州市民发现，部分快递员会提醒市民将垃圾放到门口，送货时可以帮忙带走。不少市民为快递小哥的“随手”之举点赞。据了解，该项服务是部分快递近期推出的便民举措。对此，业内人士表示，在经历“价格战”之后，越来越多的快递公司开始拼服务，抢占市场份额。@福州身边事儿O福州快递拼服务抢占市场份额送件还帮丢垃圾,2016-06-03,微博
